OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Diabetes_Census_Tract_Estimate,Diabetes_Estimate_Confidence_Interval,Diabetes_Map_Symbol_withinHSR,Diabetes_County_Regional_Estimate,Diabetes_Map_Symbol_State,Diabetes_State_Estimate
453,8123001410,"Census Tract 14.10, Weld County, Colorado",Weld,2690,18,10.2,95% C.I.: 9.8 - 10.8,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
454,8123002208,"Census Tract 22.08, Weld County, Colorado",Weld,3859,18,6.6,95% C.I.: 6.3 - 6.9,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
455,8123001417,"Census Tract 14.17, Weld County, Colorado",Weld,1913,18,8,95% C.I.: 7.5 - 8.5,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
456,8123001416,"Census Tract 14.16, Weld County, Colorado",Weld,1995,18,7.8,95% C.I.: 7.4 - 8.2,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
457,8123001005,"Census Tract 10.05, Weld County, Colorado",Weld,5057,18,6,95% C.I.: 5.7 - 6.5,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
458,8123001004,"Census Tract 10.04, Weld County, Colorado",Weld,3098,18,6.4,95% C.I.: 6 - 6.9,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
459,8123000705,"Census Tract 7.05, Weld County, Colorado",Weld,1239,18,9.8,95% C.I.: 9.3 - 10.5,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
460,8123000800,"Census Tract 8, Weld County, Colorado",Weld,2959,18,4.8,95% C.I.: 4.5 - 5.3,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
461,8123000200,"Census Tract 2, Weld County, Colorado",Weld,3607,18,2.2,95% C.I.: 2 - 2.5,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
462,8123000100,"Census Tract 1, Weld County, Colorado",Weld,2093,18,8.7,95% C.I.: 8.2 - 9.3,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
463,8123000300,"Census Tract 3, Weld County, Colorado",Weld,2327,18,1.3,95% C.I.: 1.2 - 1.6,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
464,8123000900,"Census Tract 9, Weld County, Colorado",Weld,2215,18,6.6,95% C.I.: 6.3 - 7,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
465,8123000402,"Census Tract 4.02, Weld County, Colorado",Weld,2894,18,5.5,95% C.I.: 5.2 - 5.9,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
466,8123001202,"Census Tract 12.02, Weld County, Colorado",Weld,2085,18,9.5,95% C.I.: 8.9 - 10.1,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
467,8123001300,"Census Tract 13, Weld County, Colorado",Weld,5568,18,8.2,95% C.I.: 7.7 - 8.8,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
468,8123001201,"Census Tract 12.01, Weld County, Colorado",Weld,2929,18,6.4,95% C.I.: 6 - 6.7,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
469,8123000502,"Census Tract 5.02, Weld County, Colorado",Weld,2460,18,7.5,95% C.I.: 7 - 8.1,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
470,8123000401,"Census Tract 4.01, Weld County, Colorado",Weld,2832,18,6.4,95% C.I.: 6 - 6.8,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
471,8123001100,"Census Tract 11, Weld County, Colorado",Weld,3432,18,8.5,95% C.I.: 8 - 9.1,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
472,8123001800,"Census Tract 18, Weld County, Colorado",Weld,3240,18,7.3,95% C.I.: 7 - 7.8,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
473,8123000600,"Census Tract 6, Weld County, Colorado",Weld,1761,18,5.6,95% C.I.: 5.2 - 6.1,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
474,8123001700,"Census Tract 17, Weld County, Colorado",Weld,4093,18,7.8,95% C.I.: 7.3 - 8.2,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
475,8123001404,"Census Tract 14.04, Weld County, Colorado",Weld,2451,18,7.9,95% C.I.: 7.4 - 8.3,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
476,8123002502,"Census Tract 25.02, Weld County, Colorado",Weld,4602,18,8.4,95% C.I.: 8 - 8.9,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
477,8123001902,"Census Tract 19.02, Weld County, Colorado",Weld,5306,18,7,95% C.I.: 6.7 - 7.5,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
478,8123001500,"Census Tract 15, Weld County, Colorado",Weld,5399,18,7.3,95% C.I.: 6.9 - 7.7,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
479,8123002300,"Census Tract 23, Weld County, Colorado",Weld,4016,18,7.8,95% C.I.: 7.4 - 8.2,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
480,8123000701,"Census Tract 7.01, Weld County, Colorado",Weld,1157,18,8.5,95% C.I.: 8 - 9.1,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
481,8123001600,"Census Tract 16, Weld County, Colorado",Weld,3494,18,6.9,95% C.I.: 6.6 - 7.3,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
482,8123002501,"Census Tract 25.01, Weld County, Colorado",Weld,4026,18,6.8,95% C.I.: 6.5 - 7.1,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
483,8123000501,"Census Tract 5.01, Weld County, Colorado",Weld,2155,18,9.5,95% C.I.: 8.8 - 10.4,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
484,8123002013,"Census Tract 20.13, Weld County, Colorado",Weld,2053,18,6,95% C.I.: 5.7 - 6.3,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
485,8123002012,"Census Tract 20.12, Weld County, Colorado",Weld,888,18,7,95% C.I.: 6.6 - 7.4,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
486,8014980100,"Census Tract 9801, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),"No Estimate, Population < 50",State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
487,8121924200,"Census Tract 9242, Washington County, Colorado",Washington,2261,1,8.9,95% C.I.: 6.9 - 12.9,Lowest Quintile,County/Regional Estimate 12.8% (95% C.I.: 5.6 - 20.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
488,8123002006,"Census Tract 20.06, Weld County, Colorado",Weld,249,18,8.4,95% C.I.: 8 - 8.8,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
489,8123002102,"Census Tract 21.02, Weld County, Colorado",Weld,9571,18,7,95% C.I.: 6.6 - 7.3,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
490,8123002101,"Census Tract 21.01, Weld County, Colorado",Weld,6002,18,6.2,95% C.I.: 5.9 - 6.6,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
491,8123002210,"Census Tract 22.10, Weld County, Colorado",Weld,735,18,6.4,95% C.I.: 6.1 - 6.8,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
492,8123002209,"Census Tract 22.09, Weld County, Colorado",Weld,1215,18,7.8,95% C.I.: 7.4 - 8.1,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
493,8123002206,"Census Tract 22.06, Weld County, Colorado",Weld,2522,18,7.2,95% C.I.: 6.9 - 7.6,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
494,8123002205,"Census Tract 22.05, Weld County, Colorado",Weld,3684,18,6.7,95% C.I.: 6.4 - 7.1,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
495,8014980300,"Census Tract 9803, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),"No Estimate, Population < 50",State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
496,8014030200,"Census Tract 302, Broomfield County, Colorado",Broomfield,1529,16,4.8,95% C.I.: 4.4 - 5.4,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
497,8014031100,"Census Tract 311, Broomfield County, Colorado",Broomfield,4281,16,4.2,95% C.I.: 3.8 - 5.1,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
498,8014031300,"Census Tract 313, Broomfield County, Colorado",Broomfield,1839,16,7.6,95% C.I.: 7 - 8.4,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
499,8014031400,"Census Tract 314, Broomfield County, Colorado",Broomfield,3540,16,9.2,95% C.I.: 8.5 - 10,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
500,8014030600,"Census Tract 306, Broomfield County, Colorado",Broomfield,4611,16,8.9,95% C.I.: 8 - 10.1,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
501,8014030900,"Census Tract 309, Broomfield County, Colorado",Broomfield,4405,16,7.9,95% C.I.: 7.2 - 8.8,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
502,8014030800,"Census Tract 308, Broomfield County, Colorado",Broomfield,4043,16,7.1,95% C.I.: 6.5 - 8,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
503,8014031000,"Census Tract 310, Broomfield County, Colorado",Broomfield,3955,16,8.2,95% C.I.: 7.5 - 9.2,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
504,8123002204,"Census Tract 22.04, Weld County, Colorado",Weld,1486,18,7.9,95% C.I.: 7.6 - 8.4,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
505,8123002203,"Census Tract 22.03, Weld County, Colorado",Weld,1246,18,6.3,95% C.I.: 6 - 6.6,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
506,8123002014,"Census Tract 20.14, Weld County, Colorado",Weld,1317,18,7.4,95% C.I.: 7.1 - 7.8,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
507,8123002017,"Census Tract 20.17, Weld County, Colorado",Weld,469,18,7.2,95% C.I.: 6.9 - 7.6,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
508,8123002011,"Census Tract 20.11, Weld County, Colorado",Weld,820,18,5.8,95% C.I.: 5.5 - 6.2,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
509,8123002015,"Census Tract 20.15, Weld County, Colorado",Weld,856,18,6.7,95% C.I.: 6.3 - 7.1,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
510,8123001907,"Census Tract 19.07, Weld County, Colorado",Weld,2212,18,8.1,95% C.I.: 7.7 - 8.7,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
511,8123001905,"Census Tract 19.05, Weld County, Colorado",Weld,3172,18,7.4,95% C.I.: 6.9 - 7.9,Fourth Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
512,8123002021,"Census Tract 20.21, Weld County, Colorado",Weld,498,18,8.2,95% C.I.: 7.8 - 8.7,Highest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
513,8014030500,"Census Tract 305, Broomfield County, Colorado",Broomfield,4076,16,8.8,95% C.I.: 8 - 9.7,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
514,8014980200,"Census Tract 9802, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),"No Estimate, Population < 50",State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
515,8014030300,"Census Tract 303, Broomfield County, Colorado",Broomfield,2967,16,9.5,95% C.I.: 8.6 - 10.4,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
516,8014030000,"Census Tract 300, Broomfield County, Colorado",Broomfield,2868,16,7.1,95% C.I.: 6.3 - 8.3,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
517,8014030100,"Census Tract 301, Broomfield County, Colorado",Broomfield,1818,16,7.8,95% C.I.: 7.1 - 8.8,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
518,8014030400,"Census Tract 304, Broomfield County, Colorado",Broomfield,2868,16,8.4,95% C.I.: 7.7 - 9.3,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
519,8014031200,"Census Tract 312, Broomfield County, Colorado",Broomfield,3682,16,6,95% C.I.: 5.4 - 6.8,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
520,8014030700,"Census Tract 307, Broomfield County, Colorado",Broomfield,2305,16,9.5,95% C.I.: 8.5 - 10.6,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 3.7 - 10.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
521,8123002020,"Census Tract 20.20, Weld County, Colorado",Weld,3658,18,6,95% C.I.: 5.7 - 6.4,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
522,8123002016,"Census Tract 20.16, Weld County, Colorado",Weld,2453,18,6.9,95% C.I.: 6.6 - 7.4,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
523,8123002018,"Census Tract 20.18, Weld County, Colorado",Weld,1133,18,5.6,95% C.I.: 5.3 - 5.9,Lowest Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
524,8123002019,"Census Tract 20.19, Weld County, Colorado",Weld,3461,18,6.7,95% C.I.: 6.3 - 7,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
525,8123002008,"Census Tract 20.08, Weld County, Colorado",Weld,3811,18,6.6,95% C.I.: 6.3 - 7,Second Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
526,8123002007,"Census Tract 20.07, Weld County, Colorado",Weld,4847,18,6.8,95% C.I.: 6.4 - 7.1,Middle Quintile,County/Regional Estimate 6.7% (95% C.I.: 5.7 - 7.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
