OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Percent_Poverty_AllPeople_Income_Below_Pov_Level,Poverty_Median_Household_Income,Poverty_Mean_Household_Income,Poverty_Per_Capita_Income
466,08123001202,"Census Tract 12.02, Weld County, Colorado",08123001202,WELD,2720,4771.9,4.9,57036,72680,30235
467,08123001300,"Census Tract 13, Weld County, Colorado",08123001300,WELD,8044,4419.8,21,40610,48068,15734
468,08123001201,"Census Tract 12.01, Weld County, Colorado",08123001201,WELD,4029,6946.6,23.1,36752,45859,19725
469,08123000502,"Census Tract 5.02, Weld County, Colorado",08123000502,WELD,3548,6823.1,27,40602,43856,16546
470,08123000401,"Census Tract 4.01, Weld County, Colorado",08123000401,WELD,3256,4718.8,18.7,63804,71245,31307
471,08123001100,"Census Tract 11, Weld County, Colorado",08123001100,WELD,4413,4549.5,13.5,52941,58190,25532
472,08123001800,"Census Tract 18, Weld County, Colorado",08123001800,WELD,4344,34.8,10.4,67000,91914,32120
473,08123000600,"Census Tract 6, Weld County, Colorado",08123000600,WELD,2147,1179.7,25.6,30707,38476,13339
474,08123001700,"Census Tract 17, Weld County, Colorado",08123001700,WELD,5482,83.4,14.3,54016,74570,25762
475,08123001404,"Census Tract 14.04, Weld County, Colorado",08123001404,WELD,3195,465.7,19.1,67647,74281,25353
476,08123002502,"Census Tract 25.02, Weld County, Colorado",08123002502,WELD,6288,11.9,17.2,57604,75249,28607
477,08123001902,"Census Tract 19.02, Weld County, Colorado",08123001902,WELD,7413,124.7,10.8,64583,72186,24439
478,08123001500,"Census Tract 15, Weld County, Colorado",08123001500,WELD,7207,110.1,8.2,76136,77802,27620
479,08123002300,"Census Tract 23, Weld County, Colorado",08123002300,WELD,5351,47.7,11.5,60529,74521,28578
480,08123000701,"Census Tract 7.01, Weld County, Colorado",08123000701,WELD,1650,1309.5,28.1,45104,50835,17768
481,08123001600,"Census Tract 16, Weld County, Colorado",08123001600,WELD,4840,52.1,6.7,73125,86193,30426
482,08123002501,"Census Tract 25.01, Weld County, Colorado",08123002501,WELD,5218,2.1,14.1,63353,83901,32262
483,08123000501,"Census Tract 5.01, Weld County, Colorado",08123000501,WELD,3473,9139.5,38.7,31031,42167,13025
484,08123002013,"Census Tract 20.13, Weld County, Colorado",08123002013,WELD,3148,1052.8,1.2,103427,109472,34344
485,08123002012,"Census Tract 20.12, Weld County, Colorado",08123002012,WELD,1232,392.4,0,112083,112242,37683
487,08121924200,"Census Tract 9242, Washington County, Colorado",08121924200,WASHINGTON,2870,3.8,10.8,52169,58569,23780
488,08123002006,"Census Tract 20.06, Weld County, Colorado",08123002006,WELD,286,18.6,6.6,80278,103321,47826
489,08123002102,"Census Tract 21.02, Weld County, Colorado",08123002102,WELD,12967,463.4,1.6,84920,98531,35320
490,08123002101,"Census Tract 21.01, Weld County, Colorado",08123002101,WELD,8261,191.4,6.5,78146,80236,28359
491,08123002210,"Census Tract 22.10, Weld County, Colorado",08123002210,WELD,1079,138.5,0.5,112500,124125,39962
492,08123002209,"Census Tract 22.09, Weld County, Colorado",08123002209,WELD,1662,104.8,3.5,98098,149773,59163
493,08123002206,"Census Tract 22.06, Weld County, Colorado",08123002206,WELD,3352,2043.9,4.7,62963,81223,33975
494,08123002205,"Census Tract 22.05, Weld County, Colorado",08123002205,WELD,5157,5316.5,9.3,68833,82784,30608
496,08014030200,"Census Tract 302, Broomfield County, Colorado",08014030200,BROOMFIELD,1901,1920.2,6,73942,77463,34619
497,08014031100,"Census Tract 311, Broomfield County, Colorado",08014031100,BROOMFIELD,4655,838.7,10.9,64954,73886,43195
498,08014031300,"Census Tract 313, Broomfield County, Colorado",08014031300,BROOMFIELD,2649,650.9,1.3,166429,208509,73827
499,08014031400,"Census Tract 314, Broomfield County, Colorado",08014031400,BROOMFIELD,4711,520,4.7,111836,130882,50247
500,08014030600,"Census Tract 306, Broomfield County, Colorado",08014030600,BROOMFIELD,6282,6410.2,3,76659,87297,29591
501,08014030900,"Census Tract 309, Broomfield County, Colorado",08014030900,BROOMFIELD,5904,2866,1.3,100801,131212,50421
502,08014030800,"Census Tract 308, Broomfield County, Colorado",08014030800,BROOMFIELD,5665,5722.2,8.9,85078,98171,33542
503,08014031000,"Census Tract 310, Broomfield County, Colorado",08014031000,BROOMFIELD,5567,4315.5,3.6,110455,134963,52040
504,08123002204,"Census Tract 22.04, Weld County, Colorado",08123002204,WELD,2098,2797.3,5,88235,96660,37188
505,08123002203,"Census Tract 22.03, Weld County, Colorado",08123002203,WELD,1884,246.6,2.1,97969,139039,45474
506,08123002014,"Census Tract 20.14, Weld County, Colorado",08123002014,WELD,1613,1753.3,7.3,70945,77463,34630
507,08123002017,"Census Tract 20.17, Weld County, Colorado",08123002017,WELD,625,258.3,3.5,141719,166964,60064
508,08123002011,"Census Tract 20.11, Weld County, Colorado",08123002011,WELD,1173,787.2,1,111579,178771,63278
509,08123002015,"Census Tract 20.15, Weld County, Colorado",08123002015,WELD,1217,488.8,0.8,88750,104845,35517
510,08123001907,"Census Tract 19.07, Weld County, Colorado",08123001907,WELD,2968,154.5,9.5,72214,91677,31787
511,08123001905,"Census Tract 19.05, Weld County, Colorado",08123001905,WELD,4633,1709.6,11.8,54188,71125,21974
512,08123002021,"Census Tract 20.21, Weld County, Colorado",08123002021,WELD,659,94,5,97500,121058,44752
513,08014030500,"Census Tract 305, Broomfield County, Colorado",08014030500,BROOMFIELD,5787,3061.9,1.6,120096,147143,55747
515,08014030300,"Census Tract 303, Broomfield County, Colorado",08014030300,BROOMFIELD,3609,3503.9,8.9,57679,86464,41495
516,08014030000,"Census Tract 300, Broomfield County, Colorado",08014030000,BROOMFIELD,3725,6008.1,7.7,59112,73948,29004
517,08014030100,"Census Tract 301, Broomfield County, Colorado",08014030100,BROOMFIELD,2421,5764.3,8.5,63750,82815,30739
518,08014030400,"Census Tract 304, Broomfield County, Colorado",08014030400,BROOMFIELD,3908,4391,0.2,114191,141989,49232
519,08014031200,"Census Tract 312, Broomfield County, Colorado",08014031200,BROOMFIELD,4389,1867.7,11.1,70670,82123,39955
520,08014030700,"Census Tract 307, Broomfield County, Colorado",08014030700,BROOMFIELD,3110,5867.9,4.1,92121,104131,40664
521,08123002020,"Census Tract 20.20, Weld County, Colorado",08123002020,WELD,5500,2791.9,2.5,106834,110204,34035
522,08123002016,"Census Tract 20.16, Weld County, Colorado",08123002016,WELD,3326,567.6,5.6,63125,74037,25748
523,08123002018,"Census Tract 20.18, Weld County, Colorado",08123002018,WELD,1613,1613,1.2,115234,120269,35875
524,08123002019,"Census Tract 20.19, Weld County, Colorado",08123002019,WELD,4829,859.3,3.6,94610,100125,35014
525,08123002008,"Census Tract 20.08, Weld County, Colorado",08123002008,WELD,5471,3671.8,3.8,115257,129458,46046
526,08123002007,"Census Tract 20.07, Weld County, Colorado",08123002007,WELD,6754,1552.6,5.3,107813,113034,40364
527,08123002005,"Census Tract 20.05, Weld County, Colorado",08123002005,WELD,781,110.3,0,108977,108081,37999
528,08123002004,"Census Tract 20.04, Weld County, Colorado",08123002004,WELD,4408,1118.8,7.5,51259,59954,23666
529,08123000704,"Census Tract 7.04, Weld County, Colorado",08123000704,WELD,1007,1503,8.1,79250,81839,22880
530,08123000703,"Census Tract 7.03, Weld County, Colorado",08123000703,WELD,6977,3322.4,16.6,50571,57865,17308
531,08123001006,"Census Tract 10.06, Weld County, Colorado",08123001006,WELD,4885,4652.4,10.6,48397,55858,19921
532,08123001413,"Census Tract 14.13, Weld County, Colorado",08123001413,WELD,2742,4985.5,5.8,64922,71472,27111
533,08123001415,"Census Tract 14.15, Weld County, Colorado",08123001415,WELD,3267,3798.8,2.5,87386,125201,45537
534,08123001409,"Census Tract 14.09, Weld County, Colorado",08123001409,WELD,3271,2946.8,10.9,56728,71088,32531
535,08123001411,"Census Tract 14.11, Weld County, Colorado",08123001411,WELD,2448,2472.7,2.5,81176,91638,38656
536,08047013800,"Census Tract 138, Gilpin County, Colorado",08047013800,GILPIN,5793,38.6,5.6,72544,97293,45110
537,08031980000,"Census Tract 9800, Denver County, Colorado",08031980000,DENVER,1428,33.8,8.9,51971,56048,24995
538,08071000800,"Census Tract 8, Las Animas County, Colorado",08071000800,LAS ANIMAS,2660,0.7,12,53616,69540,24655
539,08071000100,"Census Tract 1, Las Animas County, Colorado",08071000100,LAS ANIMAS,3187,10.3,22.5,36267,49307,22997
540,08071000200,"Census Tract 2, Las Animas County, Colorado",08071000200,LAS ANIMAS,2190,1386.1,18,39032,45726,20654
541,08071000300,"Census Tract 3, Las Animas County, Colorado",08071000300,LAS ANIMAS,2155,3.4,12.2,50862,63829,29882
542,08071000500,"Census Tract 5, Las Animas County, Colorado",08071000500,LAS ANIMAS,1808,64.3,15.9,40804,46913,22469
543,08071000400,"Census Tract 4, Las Animas County, Colorado",08071000400,LAS ANIMAS,2151,55.2,19,33750,51385,25240
544,08043979400,"Census Tract 9794, Fremont County, Colorado",08043979400,FREMONT,3198,22.7,8.9,48750,57140,19336
545,08043980200,"Census Tract 9802, Fremont County, Colorado",08043980200,FREMONT,2863,2863,,,,4748
546,08043979100,"Census Tract 9791, Fremont County, Colorado",08043979100,FREMONT,3047,489.9,10.5,46371,58402,25743
547,08043978100,"Census Tract 9781, Fremont County, Colorado",08043978100,FREMONT,3732,22.9,11.3,62321,80159,31812
548,08043978200,"Census Tract 9782, Fremont County, Colorado",08043978200,FREMONT,3629,231.1,21.1,38872,48135,21041
549,08043980300,"Census Tract 9803, Fremont County, Colorado",08043980300,FREMONT,5568,1050.6,,,,54
550,08043979200,"Census Tract 9792, Fremont County, Colorado",08043979200,FREMONT,1674,17.2,3.8,79706,98621,40323
551,08043978800,"Census Tract 9788, Fremont County, Colorado",08043978800,FREMONT,2611,1339,21.3,42257,51265,24378
552,08043980100,"Census Tract 9801, Fremont County, Colorado",08043980100,FREMONT,486,1869.2,,,,595
553,08043978600,"Census Tract 9786, Fremont County, Colorado",08043978600,FREMONT,3436,3616.8,33.3,36977,46130,22156
554,08043978300,"Census Tract 9783, Fremont County, Colorado",08043978300,FREMONT,5213,65.9,16.6,43005,54816,22127
555,08043978500,"Census Tract 9785, Fremont County, Colorado",08043978500,FREMONT,5273,594.5,14.2,45405,62832,27752
556,08043978400,"Census Tract 9784, Fremont County, Colorado",08043978400,FREMONT,2400,736.2,15.3,44221,55876,22112
557,08001008709,"Census Tract 87.09, Adams County, Colorado",08001008709,ADAMS,7997,2656.8,26.7,39862,45590,15000
558,08001009751,"Census Tract 97.51, Adams County, Colorado",08001009751,ADAMS,3781,3316.7,24.3,48346,58279,22013
559,08001009752,"Census Tract 97.52, Adams County, Colorado",08001009752,ADAMS,3483,4465.4,7.6,59191,65768,22138
560,08001007801,"Census Tract 78.01, Adams County, Colorado",08001007801,ADAMS,4412,17648,44.1,24420,36816,12138
561,08001008309,"Census Tract 83.09, Adams County, Colorado",08001008309,ADAMS,3847,820.3,16.9,50987,52479,16099
562,08001008308,"Census Tract 83.08, Adams County, Colorado",08001008308,ADAMS,5527,3270.4,31,36919,45866,16319
563,08001008100,"Census Tract 81, Adams County, Colorado",08001008100,ADAMS,1563,1502.9,31.1,39156,51960,28549
564,08001008000,"Census Tract 80, Adams County, Colorado",08001008000,ADAMS,6412,8327.3,18.5,52219,67064,20396
565,08001008353,"Census Tract 83.53, Adams County, Colorado",08001008353,ADAMS,7088,163.7,13.2,60243,74961,26022
566,08001007900,"Census Tract 79, Adams County, Colorado",08001007900,ADAMS,5589,8732.8,23.6,38297,44570,16182
567,08027970100,"Census Tract 9701, Custer County, Colorado",08027970100,CUSTER,4505,6.1,15.7,41330,55565,26032
568,08025969600,"Census Tract 9696, Crowley County, Colorado",08025969600,CROWLEY,5514,7,24.6,35292,46543,14393
569,08089968100,"Census Tract 9681, Otero County, Colorado",08089968100,OTERO,2769,214,29.3,26729,38653,15813
570,08089968200,"Census Tract 9682, Otero County, Colorado",08089968200,OTERO,2866,55.5,8.4,48571,52476,20852
571,08089968400,"Census Tract 9684, Otero County, Colorado",08089968400,OTERO,1003,1,21.5,34083,40659,18302
572,08089968300,"Census Tract 9683, Otero County, Colorado",08089968300,OTERO,3743,99.3,20.5,40000,50465,22319
573,08089968600,"Census Tract 9686, Otero County, Colorado",08089968600,OTERO,4825,2461.7,32.9,30064,39317,16078
574,08089968000,"Census Tract 9680, Otero County, Colorado",08089968000,OTERO,1556,90.3,21.7,40333,65322,27938
575,08089968500,"Census Tract 9685, Otero County, Colorado",08089968500,OTERO,1563,8.6,15.7,43750,69785,29791
576,08011966700,"Census Tract 9667, Bent County, Colorado",08011966700,BENT,5806,3.8,24.5,32500,47396,14028
577,08017960600,"Census Tract 9606, Cheyenne County, Colorado",08017960600,CHEYENNE,2127,1.2,11.8,54907,62921,23698
578,08039961209,"Census Tract 9612.09, Elbert County, Colorado",08039961209,ELBERT,2124,19.9,5.2,82963,95002,36626
579,08039961208,"Census Tract 9612.08, Elbert County, Colorado",08039961208,ELBERT,3262,46.9,5.9,84821,103861,38194
580,08039961207,"Census Tract 9612.07, Elbert County, Colorado",08039961207,ELBERT,3906,73.6,4,103833,124492,45369
581,08039961206,"Census Tract 9612.06, Elbert County, Colorado",08039961206,ELBERT,3631,173.3,1.4,99673,126930,47537
582,08039961205,"Census Tract 9612.05, Elbert County, Colorado",08039961205,ELBERT,1815,5.4,7,87167,94938,39212
583,08039961204,"Census Tract 9612.04, Elbert County, Colorado",08039961204,ELBERT,7696,81.4,4.5,113495,132116,44470
584,08039961100,"Census Tract 9611, Elbert County, Colorado",08039961100,ELBERT,2119,1.8,8.6,59583,86913,37016
585,08001007802,"Census Tract 78.02, Adams County, Colorado",08001007802,ADAMS,4594,18376,37.2,28341,35096,11595
586,08023972700,"Census Tract 9727, Costilla County, Colorado",08023972700,COSTILLA,1608,2.6,28.2,22788,34316,18519
587,08023972600,"Census Tract 9726, Costilla County, Colorado",08023972600,COSTILLA,2020,3.4,30.7,34135,57102,22502
588,08001008200,"Census Tract 82, Adams County, Colorado",08001008200,ADAMS,5766,3432.1,14.7,60453,71111,20129
589,08059010406,"Census Tract 104.06, Jefferson County, Colorado",08059010406,JEFFERSON,2501,2337.4,15.4,39423,51433,21837
590,08059011100,"Census Tract 111, Jefferson County, Colorado",08059011100,JEFFERSON,5969,3901.3,19.5,44310,81646,38726
591,08059011723,"Census Tract 117.23, Jefferson County, Colorado",08059011723,JEFFERSON,3595,6657.4,12.7,50673,64949,29848
592,08059012057,"Census Tract 120.57, Jefferson County, Colorado",08059012057,JEFFERSON,5672,3806.7,3,80640,101035,46033
593,08099000700,"Census Tract 7, Prowers County, Colorado",08099000700,PROWERS,2119,2.1,21.3,44954,59887,23510
594,08059012050,"Census Tract 120.50, Jefferson County, Colorado",08059012050,JEFFERSON,3947,2860.1,6.9,78274,112716,50420
595,08059011724,"Census Tract 117.24, Jefferson County, Colorado",08059011724,JEFFERSON,5549,1554.3,2.2,140547,164851,56895
596,08059009807,"Census Tract 98.07, Jefferson County, Colorado",08059009807,JEFFERSON,1753,2577.9,7.4,69015,81564,39091
597,08059009806,"Census Tract 98.06, Jefferson County, Colorado",08059009806,JEFFERSON,3828,1708.9,3,96458,120980,49452
598,08059010402,"Census Tract 104.02, Jefferson County, Colorado",08059010402,JEFFERSON,5365,3461.3,21,44543,53285,27005
599,08059011729,"Census Tract 117.29, Jefferson County, Colorado",08059011729,JEFFERSON,4002,5336,6.7,51915,70075,35566
600,08059010000,"Census Tract 100, Jefferson County, Colorado",08059010000,JEFFERSON,5626,2961.1,27.1,42412,75442,22505
601,08059012041,"Census Tract 120.41, Jefferson County, Colorado",08059012041,JEFFERSON,5836,4945.8,5.6,94338,112523,41187
602,08073961700,"Census Tract 9617, Lincoln County, Colorado",08073961700,LINCOLN,3700,10.2,13.6,46167,61921,11884
603,08073961800,"Census Tract 9618, Lincoln County, Colorado",08073961800,LINCOLN,1820,0.8,14.5,43427,55126,20622
604,08059980400,"Census Tract 9804, Jefferson County, Colorado",08059980400,JEFFERSON,1305,4350,,,,7741
605,08059015800,"Census Tract 158, Jefferson County, Colorado",08059015800,JEFFERSON,4009,4504.5,8.7,61641,78433,39854
606,08059011401,"Census Tract 114.01, Jefferson County, Colorado",08059011401,JEFFERSON,2870,8200,24.9,36146,48744,20835
607,08059012059,"Census Tract 120.59, Jefferson County, Colorado",08059012059,JEFFERSON,3261,4290.8,1.8,103259,110321,40432
608,08059009849,"Census Tract 98.49, Jefferson County, Colorado",08059009849,JEFFERSON,5657,1393.3,25.2,57997,85850,34730
609,08059012060,"Census Tract 120.60, Jefferson County, Colorado",08059012060,JEFFERSON,3170,6744.7,7.9,79583,89556,38537
610,08059011805,"Census Tract 118.05, Jefferson County, Colorado",08059011805,JEFFERSON,4995,13875,9.1,58787,81481,45574
611,08059011806,"Census Tract 118.06, Jefferson County, Colorado",08059011806,JEFFERSON,4974,4363.2,12.2,44573,58071,25864
612,08059011733,"Census Tract 117.33, Jefferson County, Colorado",08059011733,JEFFERSON,1411,3359.5,15.4,53304,64704,32163
613,08099000200,"Census Tract 2, Prowers County, Colorado",08099000200,PROWERS,2605,1113.2,25.5,30286,40532,15169
614,08099000100,"Census Tract 1, Prowers County, Colorado",08099000100,PROWERS,1380,8.7,6.4,59773,71360,30268
615,08099000300,"Census Tract 3, Prowers County, Colorado",08099000300,PROWERS,4544,2037.7,16.4,41936,52463,23086
616,08099000600,"Census Tract 6, Prowers County, Colorado",08099000600,PROWERS,1436,2.9,18.5,41591,55624,21061
617,08059011732,"Census Tract 117.32, Jefferson County, Colorado",08059011732,JEFFERSON,5324,10439.2,14.8,56701,62235,31830
618,08059011402,"Census Tract 114.02, Jefferson County, Colorado",08059011402,JEFFERSON,4404,6672.7,19.2,35188,46790,22405
619,08059015900,"Census Tract 159, Jefferson County, Colorado",08059015900,JEFFERSON,3672,1707.9,7.9,63929,84606,32229
620,08059009850,"Census Tract 98.50, Jefferson County, Colorado",08059009850,JEFFERSON,2475,117.1,4.9,126205,192513,78119
621,08059009852,"Census Tract 98.52, Jefferson County, Colorado",08059009852,JEFFERSON,3817,1051.5,7.3,85969,109195,42470
622,08059012047,"Census Tract 120.47, Jefferson County, Colorado",08059012047,JEFFERSON,4335,6470.1,4.3,71196,83685,30903
623,08059011712,"Census Tract 117.12, Jefferson County, Colorado",08059011712,JEFFERSON,4372,4651.1,2.9,87500,96701,40552
624,08059010901,"Census Tract 109.01, Jefferson County, Colorado",08059010901,JEFFERSON,4852,2772.6,10.9,66571,88408,38669
625,08059012032,"Census Tract 120.32, Jefferson County, Colorado",08059012032,JEFFERSON,2530,212.6,6.1,95597,114506,46038
626,08059012033,"Census Tract 120.33, Jefferson County, Colorado",08059012033,JEFFERSON,2749,126,4.8,106750,122613,51773
627,08059009843,"Census Tract 98.43, Jefferson County, Colorado",08059009843,JEFFERSON,7747,1077.5,5.3,115944,136416,55264
628,08059012027,"Census Tract 120.27, Jefferson County, Colorado",08059012027,JEFFERSON,3371,158.3,3.9,103646,132082,49717
629,08059010405,"Census Tract 104.05, Jefferson County, Colorado",08059010405,JEFFERSON,2540,4031.7,17.8,41694,51020,32114
630,08059012026,"Census Tract 120.26, Jefferson County, Colorado",08059012026,JEFFERSON,3309,368.9,9.2,87390,115711,49661
631,08059012035,"Census Tract 120.35, Jefferson County, Colorado",08059012035,JEFFERSON,5241,452.2,2.6,142604,164916,56224
632,08059012037,"Census Tract 120.37, Jefferson County, Colorado",08059012037,JEFFERSON,3480,224.5,3.2,86536,109696,47040
633,08059012031,"Census Tract 120.31, Jefferson County, Colorado",08059012031,JEFFERSON,4189,225.9,4.1,102868,135687,51161
634,08059012030,"Census Tract 120.30, Jefferson County, Colorado",08059012030,JEFFERSON,3957,299.8,9.6,85340,107176,43978
635,08059009900,"Census Tract 99, Jefferson County, Colorado",08059009900,JEFFERSON,2382,719.6,17.6,59330,89669,38819
636,08059009846,"Census Tract 98.46, Jefferson County, Colorado",08059009846,JEFFERSON,4471,421,3.8,113506,160902,68656
637,08059009847,"Census Tract 98.47, Jefferson County, Colorado",08059009847,JEFFERSON,3075,1593.3,5.9,110438,131071,53016
638,08059012023,"Census Tract 120.23, Jefferson County, Colorado",08059012023,JEFFERSON,3526,4300,5.1,82381,94884,35636
639,08059012048,"Census Tract 120.48, Jefferson County, Colorado",08059012048,JEFFERSON,2348,2580.2,1.9,74700,94064,41606
640,08059009848,"Census Tract 98.48, Jefferson County, Colorado",08059009848,JEFFERSON,2699,203.4,5.4,99375,187495,70414
641,08059009845,"Census Tract 98.45, Jefferson County, Colorado",08059009845,JEFFERSON,4067,243.5,4.3,145134,199761,87227
642,08059009842,"Census Tract 98.42, Jefferson County, Colorado",08059009842,JEFFERSON,3613,1433.7,8.6,106958,131407,48874
643,08059012042,"Census Tract 120.42, Jefferson County, Colorado",08059012042,JEFFERSON,3963,4043.9,1.7,96250,111439,39088
644,08059012058,"Census Tract 120.58, Jefferson County, Colorado",08059012058,JEFFERSON,3918,17.6,2,109886,135714,53583
645,08059011720,"Census Tract 117.20, Jefferson County, Colorado",08059011720,JEFFERSON,4960,830.8,7.9,88657,123040,51884
646,08059012054,"Census Tract 120.54, Jefferson County, Colorado",08059012054,JEFFERSON,4048,4448.4,1.6,100000,125494,49913
647,08059011803,"Census Tract 118.03, Jefferson County, Colorado",08059011803,JEFFERSON,5484,7410.8,10.9,60075,64864,24730
648,08059011602,"Census Tract 116.02, Jefferson County, Colorado",08059011602,JEFFERSON,4714,6122.1,23.4,47599,60874,21708
649,08059010603,"Census Tract 106.03, Jefferson County, Colorado",08059010603,JEFFERSON,3604,4805.3,7.7,56097,71804,35913
650,08059012039,"Census Tract 120.39, Jefferson County, Colorado",08059012039,JEFFERSON,5516,6197.8,3.5,88299,110835,41759
651,08059010100,"Census Tract 101, Jefferson County, Colorado",08059010100,JEFFERSON,4608,1700.4,13.4,63250,86496,35745
652,08059012036,"Census Tract 120.36, Jefferson County, Colorado",08059012036,JEFFERSON,3998,70.7,0.8,144079,166421,59069
653,08059012051,"Census Tract 120.51, Jefferson County, Colorado",08059012051,JEFFERSON,3581,3545.5,3.2,104265,115148,42922
654,08059012055,"Census Tract 120.55, Jefferson County, Colorado",08059012055,JEFFERSON,3758,3997.9,2.2,82067,98841,41973
655,08059012052,"Census Tract 120.52, Jefferson County, Colorado",08059012052,JEFFERSON,5310,5709.7,2.8,80781,111595,42038
656,08059012046,"Census Tract 120.46, Jefferson County, Colorado",08059012046,JEFFERSON,2107,3975.5,7.3,72241,82558,33780
657,08059012024,"Census Tract 120.24, Jefferson County, Colorado",08059012024,JEFFERSON,5189,1673.9,8.5,113036,134706,49847
658,08059012022,"Census Tract 120.22, Jefferson County, Colorado",08059012022,JEFFERSON,5827,3099.5,6.2,101505,108415,43141
659,08059012045,"Census Tract 120.45, Jefferson County, Colorado",08059012045,JEFFERSON,5901,5268.8,1.9,90824,104777,39227
660,08059011904,"Census Tract 119.04, Jefferson County, Colorado",08059011904,JEFFERSON,2121,2164.3,6.4,57364,71780,37941
661,08059011728,"Census Tract 117.28, Jefferson County, Colorado",08059011728,JEFFERSON,2841,5798,8.1,82654,92058,36886
662,08059011702,"Census Tract 117.02, Jefferson County, Colorado",08059011702,JEFFERSON,5476,5531.3,9.6,76412,100413,41655
663,08059011701,"Census Tract 117.01, Jefferson County, Colorado",08059011701,JEFFERSON,4800,3243.2,5.8,79609,91938,39045
664,08059012049,"Census Tract 120.49, Jefferson County, Colorado",08059012049,JEFFERSON,4043,4003,1.5,116196,133423,45907
665,08059011730,"Census Tract 117.30, Jefferson County, Colorado",08059011730,JEFFERSON,3466,4683.8,20.8,47105,55923,27097
666,08059011727,"Census Tract 117.27, Jefferson County, Colorado",08059011727,JEFFERSON,3646,3682.8,6.3,80565,91767,39262
667,08059012053,"Census Tract 120.53, Jefferson County, Colorado",08059012053,JEFFERSON,3985,4066.3,3.3,100954,102275,38102
668,08059011202,"Census Tract 112.02, Jefferson County, Colorado",08059011202,JEFFERSON,4929,3308.1,6.5,73568,86524,31802
669,08059011804,"Census Tract 118.04, Jefferson County, Colorado",08059011804,JEFFERSON,4344,5870.3,9,71795,80358,31784
670,08059011708,"Census Tract 117.08, Jefferson County, Colorado",08059011708,JEFFERSON,3881,4001,5.4,75806,90075,37579
672,08059011711,"Census Tract 117.11, Jefferson County, Colorado",08059011711,JEFFERSON,4181,4977.4,7.3,64554,77077,34869
673,08059011951,"Census Tract 119.51, Jefferson County, Colorado",08059011951,JEFFERSON,3335,2951.3,11.8,73734,94683,39129
674,08059012038,"Census Tract 120.38, Jefferson County, Colorado",08059012038,JEFFERSON,3670,2912.7,0.9,79728,92873,33851
675,08059011725,"Census Tract 117.25, Jefferson County, Colorado",08059011725,JEFFERSON,1744,4471.8,1.7,94167,102115,40622
676,08059011721,"Census Tract 117.21, Jefferson County, Colorado",08059011721,JEFFERSON,2644,2698,6.3,81711,98470,44695
677,08059012034,"Census Tract 120.34, Jefferson County, Colorado",08059012034,JEFFERSON,3642,419.6,0.6,173000,248512,94142
678,08059011710,"Census Tract 117.10, Jefferson County, Colorado",08059011710,JEFFERSON,4036,5454.1,4.9,62679,68814,30956
679,08059011709,"Census Tract 117.09, Jefferson County, Colorado",08059011709,JEFFERSON,3435,4978.3,2.7,56522,77681,36631
680,08059011726,"Census Tract 117.26, Jefferson County, Colorado",08059011726,JEFFERSON,6638,3059,5.6,99179,118522,43361
681,08059011601,"Census Tract 116.01, Jefferson County, Colorado",08059011601,JEFFERSON,3998,5476.7,21.2,53875,62216,23799
682,08059011731,"Census Tract 117.31, Jefferson County, Colorado",08059011731,JEFFERSON,4156,826.2,2.8,67794,81840,39866
683,08059011550,"Census Tract 115.50, Jefferson County, Colorado",08059011550,JEFFERSON,5983,3962.3,21.8,36672,52704,26028
684,08059011300,"Census Tract 113, Jefferson County, Colorado",08059011300,JEFFERSON,3047,6094,10.6,53993,63745,29746
685,08059010702,"Census Tract 107.02, Jefferson County, Colorado",08059010702,JEFFERSON,5740,8968.8,18.2,51714,67715,29182
686,08059010701,"Census Tract 107.01, Jefferson County, Colorado",08059010701,JEFFERSON,4429,5210.6,9,55660,72728,35180
687,08059012043,"Census Tract 120.43, Jefferson County, Colorado",08059012043,JEFFERSON,5649,3284.3,4.3,99830,112451,42961
688,08059010502,"Census Tract 105.02, Jefferson County, Colorado",08059010502,JEFFERSON,5160,2243.5,9.7,67361,82637,37481
689,08059010604,"Census Tract 106.04, Jefferson County, Colorado",08059010604,JEFFERSON,2401,3334.7,10.6,55714,61612,27004
690,08059011000,"Census Tract 110, Jefferson County, Colorado",08059011000,JEFFERSON,6162,4108,14.1,54601,68102,28831
691,08059010902,"Census Tract 109.02, Jefferson County, Colorado",08059010902,JEFFERSON,2711,2632,11.8,36222,48522,21464
692,08059010801,"Census Tract 108.01, Jefferson County, Colorado",08059010801,JEFFERSON,2651,3313.8,11.6,100395,102447,44230
693,08059010504,"Census Tract 105.04, Jefferson County, Colorado",08059010504,JEFFERSON,2845,3196.6,1.5,109196,134156,56875
694,08059010503,"Census Tract 105.03, Jefferson County, Colorado",08059010503,JEFFERSON,4436,2899.3,12.4,51313,88471,41399
695,08059010403,"Census Tract 104.03, Jefferson County, Colorado",08059010403,JEFFERSON,4944,3129.1,16.6,47865,53185,26794
696,08059012044,"Census Tract 120.44, Jefferson County, Colorado",08059012044,JEFFERSON,4072,2593.6,5.2,102917,120066,47016
697,08059010308,"Census Tract 103.08, Jefferson County, Colorado",08059010308,JEFFERSON,5821,3079.9,7.7,74399,82050,35601
698,08035014112,"Census Tract 141.12, Douglas County, Colorado",08035014112,DOUGLAS,4143,6373.8,0.6,110195,125623,45723
